"META","","","ESTRUCTURAL","","","","","","","LOCACIONAL","","","","","SEGURIDAD","","TCO","","","","","TARGET","",""
"SHV-0140","UAECD-OTC","Arriendo","Apartamento","68","2","1","No","No","37","Sumapaz","Sumapaz","2","4.250884","-74.378393","45","10","50000","115","87000","64000","201000","184600000","1090000","1090000"
"SHV-0141","Metrocuadrado","Arriendo","Apartamento","86","3","3","Sí","Sí","26","Usaquén","Toberín","5","4.687287","-74.026706","180","5.58","169000","273","228000","652000","1049000","687700000","3140000","3140000"
"SHV-0142","Metrocuadrado","Venta","Apartamento","87","3","2","Sí","Sí","33","Chapinero","El Refugio","5","4.641996","-74.074512","320","1","113000","230","208000","565000","886000","780200000","4200000","780200000"
"SHV-0143","Metrocuadrado","Venta","Apartamento","91","4","4","No","Sí","22","Santa Fe","Sagrado Corazón","3","4.59539","-74.098765","290","1.98","78000","160","92000","290000","460000","277400000","1120000","277400000"
"SHV-0144","Habi","Arriendo","Apartamento","61","2","2","No","No","17","San Cristóbal","20 de Julio","2","4.581211","-74.071955","210","4.6","48000","131","60000","86000","194000","133500000","600000","600000"
"SHV-0145","Properati","Venta","Apartamento","50","1","1","No","No","9","Usme","Comuneros","2","4.469022","-74.122839","140","6.89","31000","136","50000","60000","141000","100700000","500000","100700000"
"SHV-0146","Properati","Venta","Apartamento","60","3","3","No","No","50","Tunjuelito","Tunjuelito","3","4.588603","-74.15201","190","5.25","52000","161","62000","170000","284000","200200000","810000","200200000"
"SHV-0147","Habi","Venta","Apartamento","45","3","3","No","No","6","Bosa","Bosa Occidental","2","4.626667","-74.211899","160","6.24","47000","106","47000","38000","132000","108300000","570000","108300000"
"SHV-0148","UAECD-OTC","Venta","Casa","44","1","1","No","No","19","Kennedy","Calandaima","2","4.639448","-74.15512","230","3.95","45000","108","70000","0","115000","121200000","650000","121200000"
"SHV-0149","FincaRaíz","Venta","Casa","55","2","2","No","No","9","Fontibón","Modelia","3","4.668706","-74.149847","200","4.93","40000","116","57000","46000","143000","230600000","1270000","230600000"
"SHV-0150","UAECD-OTC","Arriendo","Apartamento","59","2","2","Sí","Sí","22","Engativá","Minuto de Dios","4","4.699808","-74.119092","175","5.75","73000","133","84000","257000","414000","444300000","2240000","2240000"
"SHV-0151","FincaRaíz","Arriendo","Apartamento","76","2","2","Sí","No","16","Suba","Tibabuyes","3","4.724007","-74.088008","195","5.09","80000","185","124000","264000","468000","304900000","1590000","1590000"
"SHV-0152","Habi","Arriendo","Apartamento","54","3","3","Sí","Sí","41","Barrios Unidos","12 de Octubre","3","4.679616","-74.065564","265","2.8","40000","126","94000","161000","295000","224400000","1080000","1080000"
"SHV-0153","Properati","Venta","Apartamento","107","2","1","Sí","Sí","57","Teusaquillo","Teusaquillo","5","4.632627","-74.114288","300","1.65","94000","263","202000","773000","1069000","1027500000","4190000","1027500000"
"SHV-0154","Habi","Venta","Apartamento","72","3","3","No","No","25","Los Mártires","La Sabana","3","4.60974","-74.094848","280","2.31","70000","175","103000","241000","414000","291100000","1220000","291100000"
"SHV-0155","UAECD-OTC","Venta","Apartamento","69","2","1","No","No","40","Antonio Nariño","Restrepo","2","4.561827","-74.085239","220","4.27","32000","151","83000","58000","173000","143300000","760000","143300000"
"SHV-0156","Properati","Venta","Casa","97","3","3","Sí","Sí","43","Puente Aranda","Muzú","4","4.634037","-74.107717","245","3.45","85000","208","154000","0","239000","737400000","4420000","737400000"
"SHV-0157","Habi","Arriendo","Apartamento","55","4","3","No","No","37","La Candelaria","La Candelaria","2","4.576121","-74.058496","310","1.33","46000","103","48000","5000","99000","121300000","490000","490000"
"SHV-0158","UAECD-OTC","Venta","Casa","83","3","2","No","Sí","45","Rafael Uribe Uribe","Marco Fidel Suárez","3","4.562808","-74.093758","200","4.93","78000","205","104000","0","182000","339200000","1740000","339200000"
"SHV-0159","Habi","Venta","Apartamento","72","3","3","No","No","8","Ciudad Bolívar","El Mochuelo","1","4.552139","-74.146715","170","5.91","33000","155","38000","11000","82000","127900000","700000","127900000"
"SHV-0160","Metrocuadrado","Venta","Apartamento","78","2","1","No","No","28","Sumapaz","Sumapaz","2","4.2686","-74.358319","45","10","57000","182","60000","50000","167000","196500000","1110000","196500000"
"SHV-0161","Metrocuadrado","Venta","Apartamento","232","3","2","Sí","Sí","8","Usaquén","Toberín","6","4.709742","-74.021136","180","5.58","271000","346","486000","2668000","3425000","3298700000","16790000","3298700000"
"SHV-0162","FincaRaíz","Arriendo","Apartamento","63","2","1","Sí","No","54","Chapinero","Chico Lago","3","4.655309","-74.046165","320","1","48000","160","93000","138000","279000","199200000","1040000","1040000"
"SHV-0163","UAECD-OTC","Venta","Apartamento","43","2","1","No","No","60","Santa Fe","La Macarena","3","4.608729","-74.090481","290","1.98","47000","110","80000","131000","258000","153800000","830000","153800000"
"SHV-0164","Habi","Arriendo","Apartamento","47","2","2","No","No","57","San Cristóbal","San Blas","1","4.534464","-74.07322","210","4.6","24000","134","31000","68000","123000","69100000","400000","400000"
"SHV-0165","FincaRaíz","Venta","Apartamento","66","1","1","No","No","29","Usme","La Flora","1","4.492673","-74.115342","140","6.89","28000","115","78000","59000","165000","125900000","530000","125900000"
"SHV-0166","Metrocuadrado","Arriendo","Apartamento","28","2","2","No","No","38","Tunjuelito","Tunjuelito","2","4.549001","-74.155842","190","5.25","41000","82","55000","16000","112000","79200000","460000","460000"
"SHV-0167","FincaRaíz","Venta","Apartamento","55","1","1","No","No","8","Bosa","Bosa Occidental","2","4.620887","-74.198524","160","6.24","32000","101","71000","35000","138000","125800000","510000","125800000"
"SHV-0168","UAECD-OTC","Venta","Apartamento","58","4","4","Sí","Sí","36","Kennedy","Américas","3","4.622043","-74.160682","230","3.95","43000","117","104000","158000","305000","215000000","1220000","215000000"
"SHV-0169","Metrocuadrado","Arriendo","Apartamento","73","2","2","Sí","Sí","12","Fontibón","Modelia","4","4.671179","-74.152886","200","4.93","83000","196","135000","376000","594000","386400000","1600000","1600000"
"SHV-0170","FincaRaíz","Arriendo","Apartamento","85","3","2","Sí","Sí","29","Engativá","Santa Cecilia","4","4.712498","-74.098677","175","5.75","102000","156","101000","380000","583000","457300000","2010000","2010000"
"SHV-0171","Metrocuadrado","Arriendo","Apartamento","33","2","1","Sí","No","16","Suba","Casa Blanca Suba","2","4.740821","-74.098665","195","5.09","43000","78","59000","14000","116000","70500000","280000","280000"
"SHV-0172","UAECD-OTC","Venta","Apartamento","85","2","2","Sí","Sí","18","Barrios Unidos","Alcázares","4","4.690753","-74.074623","265","2.8","97000","181","127000","423000","647000","512500000","2510000","512500000"
"SHV-0173","Habi","Arriendo","Apartamento","110","4","4","No","No","47","Teusaquillo","Galerías","4","4.655934","-74.119386","300","1.65","112000","243","165000","519000","796000","710300000","3320000","3320000"
"SHV-0174","UAECD-OTC","Venta","Apartamento","49","2","2","No","Sí","47","Los Mártires","La Sabana","3","4.609577","-74.11003","280","2.31","45000","107","83000","166000","294000","174700000","760000","174700000"
"SHV-0175","Properati","Venta","Apartamento","70","2","1","No","No","16","Antonio Nariño","Antonio Nariño","3","4.573446","-74.11142","220","4.27","81000","131","109000","225000","415000","316600000","1550000","316600000"
"SHV-0176","Metrocuadrado","Venta","Apartamento","50","2","1","No","No","39","Puente Aranda","Muzú","3","4.622077","-74.104203","245","3.45","58000","141","67000","108000","233000","185200000","890000","185200000"
"SHV-0177","FincaRaíz","Venta","Apartamento","67","3","2","No","No","39","La Candelaria","La Candelaria","2","4.575651","-74.053936","310","1.33","45000","135","59000","69000","173000","132100000","730000","132100000"
"SHV-0178","Metrocuadrado","Venta","Casa","46","3","2","No","No","42","Rafael Uribe Uribe","Marruecos","2","4.54505","-74.11725","200","4.93","26000","136","71000","20000","117000","101500000","590000","101500000"
"SHV-0179","Habi","Arriendo","Apartamento","25","1","1","No","No","15","Ciudad Bolívar","Tesoro","1","4.527303","-74.165674","170","5.91","21000","76","42000","16000","79000","45900000","240000","240000"
"SHV-0180","FincaRaíz","Arriendo","Apartamento","60","2","2","Sí","No","22","Sumapaz","Sumapaz","1","4.281558","-74.34158","45","10","39000","133","69000","53000","161000","111300000","470000","470000"
"SHV-0181","Habi","Venta","Apartamento","93","3","3","Sí","Sí","23","Usaquén","Country Club","4","4.681083","-74.016952","180","5.58","74000","172","155000","442000","671000","475000000","2180000","475000000"
"SHV-0182","FincaRaíz","Venta","Apartamento","78","3","2","Sí","No","39","Chapinero","Chico Lago","3","4.671114","-74.085468","320","1","80000","158","130000","172000","382000","342600000","2000000","342600000"
"SHV-0183","Habi","Venta","Casa","65","1","1","Sí","No","31","Santa Fe","Las Cruces","2","4.608364","-74.078055","290","1.98","31000","158","95000","0","126000","138000000","580000","138000000"
"SHV-0184","UAECD-OTC","Arriendo","Apartamento","39","1","1","Sí","No","33","San Cristóbal","San Blas","2","4.551202","-74.079717","210","4.6","27000","126","61000","37000","125000","97300000","470000","470000"
"SHV-0185","FincaRaíz","Arriendo","Apartamento","43","3","3","No","No","26","Usme","Comuneros","1","4.459007","-74.120157","140","6.89","38000","83","59000","4000","101000","73800000","430000","430000"
"SHV-0186","Metrocuadrado","Venta","Casa","88","3","3","No","No","28","Tunjuelito","Venecia","3","4.587699","-74.16059","190","5.25","69000","159","72000","0","141000","375400000","2220000","375400000"
"SHV-0187","UAECD-OTC","Venta","Casa","38","3","2","No","No","18","Bosa","Bosa Occidental","1","4.595996","-74.200101","160","6.24","25000","103","42000","0","67000","75000000","360000","75000000"
"SHV-0188","UAECD-OTC","Arriendo","Apartamento","68","2","2","No","No","26","Kennedy","Calandaima","3","4.61968","-74.140904","230","3.95","47000","138","85000","186000","318000","259100000","1380000","1380000"
"SHV-0189","UAECD-OTC","Venta","Casa","64","2","2","Sí","No","29","Fontibón","Aeropuerto","4","4.683277","-74.132277","200","4.93","68000","157","140000","0","208000","440600000","2160000","440600000"
"SHV-0190","Metrocuadrado","Arriendo","Casa","64","4","4","No","No","25","Engativá","Engativá","3","4.722834","-74.133968","175","5.75","67000","185","112000","79000","258000","281800000","1550000","1550000"
"SHV-0191","UAECD-OTC","Venta","Apartamento","90","1","1","Sí","Sí","20","Suba","Casa Blanca Suba","4","4.728477","-74.11261","195","5.09","88000","217","134000","450000","672000","616900000","2510000","616900000"
"SHV-0192","Metrocuadrado","Arriendo","Apartamento","56","2","2","Sí","Sí","38","Barrios Unidos","Los Andes","3","4.664564","-74.06604","265","2.8","53000","119","66000","173000","292000","219900000","940000","940000"
"SHV-0193","Habi","Venta","Apartamento","120","3","2","Sí","Sí","25","Teusaquillo","Teusaquillo","5","4.662264","-74.075339","300","1.65","132000","235","305000","936000","1373000","941400000","4920000","941400000"
"SHV-0194","FincaRaíz","Arriendo","Apartamento","42","1","1","No","No","28","Los Mártires","La Sabana","3","4.585796","-74.096355","280","2.31","35000","114","55000","119000","209000","177300000","790000","790000"
"SHV-0195","FincaRaíz","Arriendo","Apartamento","69","3","2","Sí","No","25","Antonio Nariño","Antonio Nariño","3","4.578679","-74.120225","220","4.27","55000","158","84000","225000","364000","239800000","1280000","1280000"
"SHV-0196","UAECD-OTC","Arriendo","Apartamento","107","2","1","No","No","37","Puente Aranda","Ciudad Montes","4","4.598082","-74.098388","245","3.45","68000","245","157000","567000","792000","675800000","3180000","3180000"
"SHV-0197","Properati","Arriendo","Apartamento","84","3","3","Sí","No","35","La Candelaria","La Candelaria","3","4.594813","-74.096052","310","1.33","72000","136","97000","203000","372000","311900000","1800000","1800000"
"SHV-0198","UAECD-OTC","Venta","Apartamento","51","3","3","No","No","25","Rafael Uribe Uribe","Quiroga","2","4.539394","-74.103248","200","4.93","34000","125","52000","41000","127000","109400000","620000","109400000"
"SHV-0199","UAECD-OTC","Venta","Apartamento","38","3","3","No","No","13","Ciudad Bolívar","Arborizadora","2","4.524722","-74.17859","170","5.91","35000","104","63000","2000","100000","87400000","440000","87400000"
"SHV-0200","Metrocuadrado","Arriendo","Apartamento","65","2","1","No","No","14","Sumapaz","Sumapaz","2","4.25461","-74.369851","45","10","56000","132","66000","70000","192000","169700000","940000","940000"
"SHV-0201","FincaRaíz","Arriendo","Apartamento","163","4","4","Sí","No","9","Usaquén","Usaquén","5","4.693547","-74.013858","180","5.58","139000","343","235000","1163000","1537000","1213900000","5510000","5510000"
"SHV-0202","FincaRaíz","Venta","Apartamento","232","3","2","Sí","Sí","34","Chapinero","El Refugio","6","4.661975","-74.044641","320","1","240000","318","579000","2099000","2918000","2991300000","14920000","2991300000"
"SHV-0203","UAECD-OTC","Venta","Apartamento","50","2","1","No","No","54","Santa Fe","Las Cruces","2","4.577654","-74.100472","290","1.98","30000","98","45000","41000","116000","119800000","530000","119800000"
"SHV-0204","FincaRaíz","Venta","Casa","67","2","1","Sí","No","38","San Cristóbal","20 de Julio","2","4.542176","-74.063275","210","4.6","66000","166","65000","0","131000","149500000","860000","149500000"
"SHV-0205","Properati","Venta","Apartamento","73","2","2","No","No","13","Usme","La Flora","2","4.479664","-74.109769","140","6.89","35000","147","99000","36000","170000","199000000","1120000","199000000"
"SHV-0206","Habi","Arriendo","Casa","53","3","3","Sí","No","34","Tunjuelito","Venecia","3","4.56495","-74.15109","190","5.25","61000","167","105000","0","166000","206100000","1200000","1200000"
"SHV-0207","FincaRaíz","Venta","Apartamento","53","2","1","No","No","16","Bosa","Apogeo","2","4.619087","-74.207186","160","6.24","45000","123","62000","74000","181000","131200000","760000","131200000"
"SHV-0208","Habi","Arriendo","Apartamento","38","1","1","No","No","20","Kennedy","Timiza","2","4.650873","-74.175029","230","3.95","48000","107","70000","36000","154000","100500000","590000","590000"
"SHV-0209","Habi","Arriendo","Casa","94","2","1","Sí","No","23","Fontibón","Aeropuerto","4","4.692032","-74.129175","200","4.93","101000","206","150000","0","251000","514000000","2290000","2290000"
"SHV-0210","FincaRaíz","Arriendo","Apartamento","71","2","2","Sí","Sí","20","Engativá","Minuto de Dios","4","4.694584","-74.111721","175","5.75","68000","214","111000","323000","502000","383900000","2250000","2250000"
